User,Totals
(aeropagitica),13793 
-revi,35 
..::11soccero11::..,1 
01iproject09,1 
0xF8E8,4 
117Avenue,2 
172,138 
17Drew,358 
1982vdven,1 
1Wiki8Q5G7FviTHBac3dx8HhdNYwDVstR,1 
23skidoo,732 
28bytes,3315 
2over0,1899 
333-blue,2 
5 albert square,6290 
52 Pickup,193 
7,4935 
72bikers,2 
78.26,1537 
7SeriesBOT,6403 
99of9,1 
@pple,738 
A Man In Black,3517 
A Train,388 
A. B.,4041 
A1AA1A,2 
AA,1934 
ABCD,3733 
AGK,13772 
AHMED XIV,4 
AHeneen,1 
AJC3fromS2K,1 
AKeen,42 
AKoval (WMF),3 
APPER,1 
ASDFGH,5 
ATC,2 
ATX-NL,2 
AZT2008,1 
Aarktica,213 
Aaron Brenneman,1428 
Aaron Schulz,9497 
Aaron's The Best,3 
AaronCamp,3 
Ab abhi,3 
Abcmaxx,1 
Abdullah Alam,2 
AbdullahiLDN,2 
Abecedare,801 
Abiii13wp,1 
Aboutmovies,1 
Abraham B.S.,2 
Acad Ronin,2 
Academic Challenger,23253 
Acalamari,15785 
Acather96,520 
Accounting4Taste,29472 
Acdixon,300 
Acetic Acid,151 
Acewilber,1 
Aciram,2 
Acopyeditor,1 
Acropolis now,3 
Acroterion,79948 
Adam (Wiki Ed),2 
Adam Bishop,3885 
Adambiswanger1,143 
Adambro,2298 
Adamtt9,4 
Adashiel,896 
Adavyd,102 
AddWittyNameHere,5 
Addshore,4765 
AdjustShift,767 
Admiral Norton,400 
Admrboltz,5329 
AdrianGamer,1 
Aecis,4105 
Aervanath,2619 
Afil,4 
Aft197,8 
After Midnight,53343 
Afterwriting,2 
Agathoclea,1638 
Agtx,8 
Ahoerstemeier,15752 
Ahonc,45 
Ahoogabooga,1 
Ahunt,1 
Airplaneman,6505 
Ais523,348 
Aitias,5468 
Ajraddatz,126 
Ajv39,1 
Akc1902,1 
Akhilleus,1384 
Akradecki,5769 
AkshayAnand,2 
Aksi great,2597 
Al Ameer son,194 
Al-Andalusi,1 
Alai,1468 
AlainV,1 
Alan,27 
Alaney2k,2 
Alasdair,802 
AlbertBickford,2 
Aldnonymous,8 
Aldux,550 
Ale jrb,1945 
Alechuncho,2 
Alex Bakharev,4967 
Alex S,38 
Alex Shih,703 
Alex.muller,965 
Alex756,2 
AlexandrDmitri,2908 
Alexandria,3364 
Alexchen4836,1 
Alexf,99428 
Alexikoua,2 
AlexiusHoratius,3651 
Alhutch,829 
Alicia leo86,2 
