User	DL	UD	RD	ES	PT	UP	PM	BL	UB	BM	UR	RM	Total
Aitias	3438	68	0	0	224	18	298	1224	78	51	0	74	5473
Akhilleus	858	4	0	0	45	3	4	431	30	1	0	0	1376
Akradecki	5185	53	0	0	168	3	3	304	22	31	0	0	5769
Aksi great	1926	12	0	0	28	9	1	591	30	0	0	0	2597
Al Ameer son	29	3	0	0	7	2	3	6	1	0	0	1	52
Alai	1393	17	0	0	10	3	0	42	3	0	0	0	1468
AlainV	1	0	0	0	0	0	0	0	0	0	0	0	1
Alasdair	547	3	0	0	11	1	0	227	11	1	0	0	801
Aldux	116	1	0	0	170	36	0	201	18	0	0	0	542
Ale jrb	1427	10	0	0	6	1	0	414	26	1	0	4	1889
Alex Bakharev	1744	154	1	0	498	46	50	1817	183	6	0	0	4499
Alex S	34	4	0	0	0	0	0	0	0	0	0	0	38
Alex Shih	312	3	0	0	12	5	0	41	0	0	0	0	373
Alex.muller	555	25	2	0	23	1	2	309	15	0	0	11	943
Alex756	2	0	0	0	0	0	0	0	0	0	0	0	2
AlexandrDmitri	1297	9	5	0	8	1	1	229	4	8	0	1	1563
Alexf	22939	139	211	0	379	11	85	6231	41	12	0	0	30048
AlexiusHoratius	168	0	0	0	615	8	171	514	0	8	0	0	1484
Alhutch	621	3	0	0	15	6	0	175	9	0	0	0	829
Alison	2600	172	232	151	1246	201	198	5472	362	79	0	75	10788
AlisonW	488	11	0	0	56	5	2	126	10	0	0	0	698
AlistairMcMillan	256	19	0	0	17	1	0	64	4	0	0	0	361
AliveFreeHappy	220	1	0	0	3	0	0	6	0	0	0	0	230
Alkivar	2396	136	0	0	252	27	9	470	41	0	0	0	3331
Allen3	11228	64	1	0	320	52	16	139	5	0	0	1	11826
AllyUnion	2242	47	0	0	100	11	1	39	11	1	0	0	2452
Alphachimp	6552	108	0	0	292	146	1	3926	118	2	0	0	11145
Altenmann	5195	267	0	0	287	65	24	1303	100	5	0	0	7246
Alteripse	2	0	0	0	3	1	0	14	1	0	0	0	21
Alvestrand	458	29	0	0	8	4	0	56	4	2	0	0	561
Amalas	1220	2	0	0	4	52	0	0	0	0	0	0	1278
Amalthea	3172	169	3	0	92	109	93	329	36	57	0	55	4115
Amatulic	85	4	2	0	65	5	21	93	3	4	0	3	285
Amberrock	550	7	0	0	19	3	0	115	9	0	0	0	703
Amcaja	54	3	0	0	0	1	0	58	2	0	0	0	118
Ameliorate!	390	6	0	0	46	3	2	127	8	1	0	2	585
AmiDaniel	2801	138	0	0	165	44	2	749	126	1	0	1	4027
Amire80	380	44	0	0	5	2	1	36	4	1	0	1	474
Amophar	0	0	0	0	1	0	0	0	0	0	0	0	1
Amorymeltzer	4245	77	6	0	40	7	5	421	8	23	0	47	4879
Ams80	12	0	0	0	0	0	0	0	0	0	0	0	12
Anas Salloum	665	5	0	0	1	0	0	351	2	0	0	0	1024
Ancheta Wis	16	2	1	0	1	0	0	6	0	0	0	0	26
Andonic	435	29	0	0	333	34	48	1365	52	0	0	4	2300
Andre Engels	2	0	0	0	0	0	0	1	0	0	0	0	3
Andres	3	4	0	0	1	0	0	0	0	0	0	0	8
Andrevan	706	90	0	0	21	11	0	90	28	1	1209	64	2220
Andrew Levine	718	15	0	0	19	2	0	34	6	0	0	0	794
Andrew Norman	48	1	0	0	27	2	0	75	7	0	0	0	160
Andrew Yong	24	7	0	0	0	0	0	0	0	0	0	0	31
Andrew c	1444	65	3	0	39	3	1	125	8	2	0	3	1693
Andrewa	93	6	0	0	0	0	0	0	0	0	0	0	99
Andris	17	0	0	0	0	0	0	0	0	0	0	0	17
Android79	3349	27	0	0	56	13	0	260	29	0	0	0	3734
Andrwsc	8022	105	0	0	72	54	10	125	1	1	0	0	8390
AndyZ	911	12	0	0	0	0	0	113	4	0	0	0	1040
AnemoneProjectors	1924	190	21	0	170	56	15	275	2	14	0	1	2668
Anetode	9296	346	0	0	258	14	8	1261	61	0	0	8	11252
AngelOfSadness	1037	2	0	0	44	2	5	134	14	1	0	0	1239
Angela	2329	43	0	0	5	2	0	59	30	0	158	7	2633
Angelo.romano	1071	118	0	0	141	18	14	88	2	2	0	0	1454
Angr	34449	214	2	0	211	52	33	797	29	4	0	0	35791
Angusmclellan	20654	228	3	0	14	2	1	74	10	2	0	17	21005
AniMate	275	7	9	0	18	2	1	118	13	9	0	3	455
Animum	1926	276	2	0	227	29	56	1714	319	4	0	28	4581
AnonEMouse	146	26	0	0	30	4	2	122	9	0	0	0	339
Anonymous Dissident	1473	25	0	0	384	33	59	502	14	7	692	65	3254
Anonymous editor	481	1	0	0	57	16	0	431	32	0	0	0	1018
Antandrus	7520	27	7	0	431	57	40	5577	354	73	0	3	14089
Anthere	38	1	0	0	4	4	0	4	2	0	0	2	55
Anthony Appleyard	28901	4594	0	0	91	9	22	1	0	0	0	0	33618
Anthony Bradbury	16972	76	0	0	74	3	4	1733	40	38	0	2	18942
AntiAbuseBot	50	0	7	0	0	0	46	1092	2	21	0	0	1218
AntonioMartin	9	5	0	0	7	3	0	5	18	0	0	0	47
Apokryltaros	0	0	0	0	1	0	0	0	0	0	0	0	1
Appraiser	323	6	0	0	5	0	0	1	0	0	0	0	335
Aqwis	224	29	0	0	75	6	29	54	2	0	0	8	427
Aranel	1087	18	0	0	13	0	0	24	3	0	0	0	1145
Arbitrarily0	1544	199	0	0	10	0	2	0	0	0	0	114	1869
Arcadian	245	27	0	0	32	1	0	76	4	0	0	0	385
Archtransit	5	2	0	0	13	2	1	17	15	0	0	0	55
Arctic.gnome	292	67	0	0	19	5	3	25	1	1	0	2	415
Aris Katsaris	6	0	0	0	1	0	0	0	0	0	0	0	7
Arjun01	557	6	0	0	117	23	0	402	14	1	0	0	1120
Arminius	130	1	0	0	7	3	0	14	2	0	0	0	157
ArnoldReinhold	247	2	0	0	7	2	2	6	1	1	0	0	268
Arsenikk	43	0	0	0	1	0	0	1	0	0	0	0	45
Art LaPella	72	2	0	0	0	0	0	0	0	0	0	0	74
Arthur Rubin	499	56	15	0	46	10	5	396	49	12	0	2	1090
Aruk Besadii Aora	0	0	0	0	2	0	0	0	0	0	0	0	2
Arvindn	17	0	0	0	1	1	0	0	0	0	0	0	19
Arwel Parry	148	8	0	0	39	8	0	675	39	1	0	0	918
Asbestos	72	2	0	0	0	0	0	25	3	0	0	0	102
Asterion	95	7	0	0	69	8	3	122	15	0	0	0	319
AstroNomer	0	0	0	0	0	0	0	1	0	0	0	0	1
Atama	1613	28	13	0	11	6	0	83	8	4	0	0	1766
Athaenara	50026	198	0	0	20	2	2	31	6	0	0	0	50285
Atlant	92	1	0	0	11	0	0	573	20	2	0	0	699
AuburnPilot	3019	223	6	0	512	68	53	1146	140	25	0	20	5212
Audacity	22	2	0	0	2	1	0	1	1	0	0	0	29
Aude	1177	39	0	0	47	11	5	517	17	0	0	2	1815
Auntof6	0	0	0	0	0	0	0	0	0	0	0	1	1
Ausir	24	2	0	0	0	0	0	1	0	0	0	0	27
Avraham	1605	156	102	208	201	42	20	1257	135	82	475	111	4394
Awiseman	20	2	0	0	15	0	0	9	0	0	0	0	46
Awolf002	13	0	0	0	0	0	0	2	0	0	0	0	15
AxelBoldt	44	6	0	0	8	1	0	0	0	0	0	0	59
AzaToth	1685	125	7	0	119	40	31	169	26	1	0	8	2211
B	14524	235	23	0	314	28	35	856	103	10	0	13	16141
BD2412	4488	2645	2	0	51	15	3	229	24	2	0	0	7459
BOZ	22	202	0	0	38	3	7	2	0	0	0	0	274
Babajobu	297	2	0	0	1	1	0	19	3	0	0	0	323
Baboon Faceless	0	0	0	0	2	0	0	0	0	0	0	0	2
Backslash Forwardslash	4355	92	0	0	89	4	12	403	6	61	0	7	5029
Balloonman	367	15	0	0	14	2	2	53	8	4	0	2	467
Banes	62	7	0	0	2	0	0	158	2	0	0	0	231
Banno	10	5	0	0	9	2	0	50	2	0	0	0	78
BanyanTree	2092	69	1	0	204	245	6	411	11	0	0	0	3039
Barek	97	10	6	0	42	1	7	184	2	18	0	0	367
Barneca	1231	47	0	0	110	11	14	1013	46	19	0	1	2492
Barneca sock 1	0	0	0	0	1	0	0	0	0	0	0	0	1
BaronLarf	211	26	0	0	26	1	1	190	1	2	0	0	458
Bastique	361	93	8	1	48	8	5	121	51	0	10	51	757
Bazonka	0	0	0	0	1	0	0	0	0	0	0	0	1
Bbatsell	391	9	0	0	18	2	0	350	18	0	0	0	788
Bcorr	131	9	0	0	9	1	0	67	10	0	2	1	230
Bdesham	27	0	0	0	3	0	0	0	0	0	0	0	30
Bduke	262	18	0	0	26	8	3	28	0	0	0	0	345
Bearcat	5831	306	9	0	175	13	7	91	8	2	0	0	6442
Bearian	1472	22	0	0	299	5	6	725	36	2	0	1	2568
Bedford	9	3	0	0	50	0	4	5	2	0	0	0	73
Beeblebrox	3860	26	21	1	578	17	71	1334	166	187	0	7	6268
Beetstra	946	91	6	0	114	21	17	572	37	22	0	1	1827
Bel123456	0	0	0	0	1	0	0	0	0	0	0	0	1
Beland	197	1	0	0	14	12	1	11	0	0	0	0	236
Bellhalla	22	2	0	0	0	0	0	0	0	0	0	0	24
Ben MacDui	611	6	0	0	4	0	0	17	1	0	0	0	639
Bencherlite	4563	128	7	0	210	6	19	594	10	13	0	14	5564
Berig	28	0	0	0	2	0	2	10	0	0	0	2	44
Betacommand	7463	46	0	0	76	379	0	3297	120	0	0	0	11381
Bettia	458	11	0	0	14	1	0	6	1	1	0	0	492
Bhadani	1302	7	0	0	95	19	1	478	10	0	0	0	1912
Bibliomaniac15	4138	26	0	0	232	34	23	1439	23	5	910	64	6894
BigDom	102	0	0	0	0	0	0	0	0	0	0	0	102
BigHaz	3194	2	0	0	8	6	0	33	2	0	0	0	3245
BigrTex	960	10	0	0	2	0	0	1	0	0	0	0	973
Bigtimepeace	504	8	0	0	2	1	1	81	4	2	0	1	604
Bill	0	0	0	0	1	0	0	0	0	0	0	0	1
Billinghurst	1257	8	0	0	3	0	0	4	1	3	0	1	1277
BillyH	48	2	0	0	0	1	0	1	0	0	0	0	52
BirgitteSB	175	7	0	0	0	0	0	1	1	0	0	1	185
Bishonen	586	76	0	0	203	47	9	577	210	1	0	0	1709
Bishzilla	53	11	0	0	16	2	2	24	6	0	0	5	119
Bjarki S	92	0	0	0	2	1	0	41	4	0	0	0	140
Bjelleklang	642	7	0	0	4	0	3	12	2	0	0	0	670
Bkell	1326	15	0	0	6	0	0	2	0	0	0	0	1349
Bkonrad	804	124	0	0	3	0	0	150	2	0	0	0	1083
Black Falcon	5199	78	0	0	3	1	0	29	1	0	0	0	5311
Black Kite	6235	181	26	0	465	53	64	1501	110	45	0	15	8695
Blankfaze	386	1	0	0	3	2	0	7	1	0	0	0	400
Blood Red Sandman	721	7	9	0	6	0	0	378	14	20	0	1	1156
Blubberboy92	0	0	0	0	1	0	0	0	0	0	0	0	1
Blueboy96	1594	26	0	0	252	5	33	3195	130	173	0	0	5408
Bluemoose	10610	47	0	0	27	10	0	93	18	0	0	0	10805
Blurpeace	281	17	14	0	10	2	3	59	3	2	0	5	396
Bmicomp	404	2	0	0	6	4	0	38	11	0	0	0	465
Bob the Wikipedian	23	1	0	0	0	0	0	0	0	0	0	0	24
Bobak	232	12	0	0	160	6	9	753	11	11	0	0	1194
Bobet	4965	181	0	0	56	18	1	224	10	0	0	0	5455
Bobo192	4961	3	0	0	2	3	0	2	0	0	0	0	4971
Bogdangiusca	3165	66	0	0	28	10	1	108	13	0	0	0	3391
Bongwarrior	10658	65	20	0	562	19	149	4868	36	146	0	2	16525
Bonkers Bobcat	0	0	0	0	1	0	0	0	0	0	0	0	1
Bookofjude	650	27	0	0	29	5	0	85	9	0	0	0	805
Bopped Kia	0	0	0	0	1	0	0	0	0	0	0	0	1
BorgHunter	652	27	0	0	55	19	1	117	28	0	0	0	899
BorgQueen	4097	53	0	0	1289	134	51	3623	168	23	0	0	9438
Borisblue	248	1	0	0	14	39	0	92	8	0	0	0	402
Bovlb	24	2	0	0	14	1	0	29	2	0	0	0	72
BozMo	290	6	0	0	20	3	3	160	18	0	0	0	500
BradBeattie	294	0	0	0	6	0	0	118	3	0	0	0	421
BradPatrick	17	0	0	0	4	0	0	5	0	0	0	0	26
Bradeos Graphon	4878	19	0	0	65	19	3	1214	80	0	0	0	6278
Brandon	3895	77	1	0	109	39	26	806	37	46	0	21	5057
Bratsche	568	16	0	0	18	46	0	145	19	0	0	0	812
Brendanconway	955	23	0	0	26	8	0	87	14	0	0	0	1113
BrendelSignature	4	0	0	0	74	5	4	105	8	0	0	0	200
Brian	6	2	0	0	3	0	1	3	1	0	0	0	16
Brian Kendig	28	3	0	0	5	6	0	2	0	0	0	0	44
Brian0918	931	79	0	0	258	47	4	2144	109	1	0	0	3573
Brianga	2305	9	0	0	1	1	1	465	7	5	0	0	2794
Briangotts	138	7	0	0	1	0	0	7	0	0	0	0	153
Brighterorange	181	12	0	0	1	0	0	21	1	0	0	0	216
Brion VIBBER	192	9	0	0	12	0	1	27	11	0	0	4	256
Brockert	189	51	0	0	3	3	0	31	30	0	0	0	307
BrokenSegue	1363	11	0	0	62	67	0	153	40	0	0	0	1696
Brookie	4129	54	0	0	241	3	1	290	4	7	0	0	4729
BrownHairedGirl	1692	129	0	0	154	7	12	138	17	4	0	0	2153
Bryan Derksen	828	324	0	0	5	7	0	10	0	0	0	2	1176
Bsadowski1	229	2	269	0	13	1	9	1048	11	92	0	1	1675
Bubba hotep	3312	72	9	0	60	3	7	1052	12	27	0	9	4563
Buchanan-Hermit	514	18	0	0	28	6	0	452	20	0	0	0	1038
Bucketsofg	649	22	0	0	66	6	0	224	8	0	0	0	975
Buckshot06	381	5	0	0	11	0	2	13	0	1	0	0	413
Bumm13	845	41	0	0	6	1	0	32	4	2	0	5	936
Bunchofgrapes	738	10	0	0	62	44	0	203	37	0	0	0	1094
Burgundavia	1105	0	0	0	4	0	0	1	0	0	0	0	1110
Burstorder	0	0	0	0	2	0	0	0	0	0	0	0	2
Butseriouslyfolks	5143	83	0	0	36	3	1	137	15	0	0	0	5418
Bwilkins	4148	20	1	0	70	1	5	127	71	76	0	4	4523
C-3PO	0	0	0	0	3	0	0	0	0	0	0	0	3
C.Fred	10504	90	24	0	261	6	8	1864	38	38	0	1	12834
C12H22O11	1357	5	0	0	49	8	0	47	7	0	0	0	1473
CALR	29	0	0	0	0	0	0	1	0	0	0	0	30
CAT:TEMP deletion bot	2120	0	0	0	0	0	0	0	0	0	0	0	2120
CBDunkerson	3500	64	0	0	683	49	0	30	22	0	0	1	4349
CBM	4379	143	0	0	245	100	24	78	28	2	0	59	5058
CIreland	1642	43	14	0	205	14	26	464	18	19	0	1	2446
CJ	1930	79	0	0	112	22	3	277	18	0	0	3	2444
CJCurrie	406	21	1	0	127	8	2	127	13	0	0	0	705
CJLL Wright	1872	30	0	0	61	3	7	256	4	0	0	0	2233
CLW	13929	54	0	0	3	0	0	26	0	0	0	0	14012
CMBJ	0	0	0	0	1	0	0	0	0	0	0	0	1
COGDEN	63	18	0	0	2	0	0	4	0	1	0	0	88
CRGreathouse	12	0	0	0	0	0	0	1	1	1	0	0	15
CSTAR	58	5	0	0	6	3	0	93	3	0	0	0	168
CT Cooper	1036	360	61	0	368	69	99	391	34	42	0	23	2483
CYD	1	0	0	0	1	0	0	0	0	0	0	0	2
Cactus.man	593	18	0	0	61	34	0	178	10	0	0	0	894
CactusWriter	2518	132	0	0	34	2	0	78	6	7	0	4	2781
Cacycle	187	11	0	0	26	2	1	13	1	0	0	1	242
Cailil	125	3	3	0	34	0	2	68	12	4	0	0	251
Caknuck	2127	9	0	0	287	39	53	802	12	9	0	0	3338
Calliopejen1	3102	95	0	0	12	3	0	7	0	0	0	0	3219
Calmer Waters	10069	2	3	0	40	0	0	205	3	6	0	81	10409
Caltrop	58	22	0	0	0	0	0	8	3	0	0	0	91
CambridgeBayWeather	16085	283	3	0	235	19	143	1076	24	8	0	0	17876
Camembert	12	2	0	0	0	1	0	0	0	0	0	0	15
Camw	503	19	7	0	13	0	1	184	0	8	0	0	735
Can't sleep, clown will eat me	9514	230	0	0	3000	125	133	32088	586	0	0	0	45676
Canadian Paul	1048	34	0	0	19	6	1	25	3	0	0	0	1136
Canadian-Bacon	426	2	0	0	16	3	0	232	5	0	0	0	684
CanadianCaesar	3505	62	0	0	53	14	0	1084	85	0	0	0	4803
Canderson7	1183	11	0	0	18	13	1	220	2	0	0	0	1448
Canley	925	11	0	0	1	1	0	4	0	0	0	0	942
Canterbury Tail	2065	7	0	0	93	8	10	461	23	16	0	0	2683
Cantthinkofagoodname	2	0	0	0	0	0	0	2	0	0	0	0	4
CapitalR	1667	163	0	0	19	7	0	49	1	1	0	1	1908
Capitalistroadster	620	1	0	0	3	0	0	23	3	0	0	0	650
Carabinieri	438	7	0	0	4	3	0	3	2	0	0	0	457
Carbonite	188	3	0	0	28	10	0	226	22	0	0	0	477
Carcharoth	40	78	0	0	4	3	1	1	2	0	0	0	129
Caribbean H.Q.	377	16	0	0	75	10	9	259	20	0	0	1	767
Carioca	2835	12	0	0	7	1	1	9	0	0	0	0	2865
Carlosguitar	2924	20	0	0	30	1	3	167	11	0	0	0	3156
Carlossuarez46	10576	129	0	0	27	2	0	66	6	1	0	0	10807
Carnildo	2393	98	0	0	96	19	2	62	22	0	0	3	2695
Cary Bass	4	3	14	17	5	1	1	1	2	0	2	0	50
Casliber	133	93	29	0	211	26	46	117	6	1	0	10	672
Catbar	28	0	0	0	2	1	0	11	0	0	0	0	42
CatherineMunro	69	13	0	0	0	0	0	3	3	0	0	0	88
Catrope	1	0	0	0	0	0	0	0	0	0	0	2	3
CattleGirl	908	12	0	0	19	3	1	42	7	0	0	0	992
Caulde	2522	84	0	0	423	28	54	892	36	0	0	78	4117
Causa sui	1715	40	0	0	91	53	20	258	17	3	0	1	2198
Cbl62	19	1	0	0	6	0	0	0	0	0	0	0	26
Cbrown1023	3425	78	0	0	404	73	7	206	32	0	0	9	4234
Cburnett	48	18	0	0	6	2	0	14	5	0	0	0	93
Cdc	2188	10	0	0	10	9	0	21	2	0	0	0	2240
Cecropia	39	3	0	0	36	5	0	6	6	0	215	334	644
Cedrus-Libani	101	4	0	0	1	0	0	0	0	0	0	0	106
Celestianpower	745	9	0	0	19	3	0	170	70	0	0	0	1016
Cenarium	1802	81	2	0	374	143	197	136	4	7	0	34	2780
Centrx	17225	405	0	0	1005	947	13	1334	212	0	0	0	21141
Ceranthor	62	2	0	0	0	0	0	3	0	0	0	0	67
CesarB	3606	141	0	0	123	49	0	942	212	0	0	0	5073
Ceyockey	1782	49	0	0	4	0	0	15	2	0	0	0	1852
Chadloder	0	0	0	0	0	0	0	6	0	0	0	0	6
Chairboy	5162	13	0	0	69	8	0	189	14	0	0	0	5455
Chamal N	149	4	0	0	81	5	23	82	2	2	0	5	353
Chancemill	0	0	0	0	1	1	0	2	0	0	0	0	4
Charles Matthews	1972	48	0	0	5	1	0	136	20	0	0	0	2182
Chase me ladies, I'm the Cavalry	3496	84	69	0	503	30	55	990	39	20	0	1	5287
Chaser	2307	114	2	0	333	45	41	880	136	28	0	13	3899
Ched Davis	118	9	0	0	4	0	0	11	4	0	0	4	150
Chell and the cake	0	0	0	0	2	0	0	0	0	0	0	0	2
Chessnotator1967	0	0	0	0	1	0	0	0	0	0	0	0	1
Chick Bowen	4722	213	0	0	85	15	5	141	30	0	0	1	5212
Chillum	1494	27	0	0	61	12	7	742	52	76	0	10	2481
Chmod007	13	2	0	0	2	0	0	1	1	0	0	0	19
Chochopk	27	37	0	0	1	0	0	2	1	0	0	0	68
Choess	12	10	0	0	0	0	0	0	0	0	0	0	22
Cholmes75	4621	10	0	0	26	0	0	112	3	0	0	0	4772
Chris 73	1934	15	0	0	63	8	1	714	30	3	0	0	2768
Chris G	6912	178	1	0	252	15	39	2948	70	232	0	11	10658
Chris Roy	3	0	0	0	0	0	0	1	0	0	0	0	4
ChrisGriswold	1126	16	0	0	51	8	0	210	21	0	0	0	1432
ChrisTheDude	773	19	0	0	6	2	0	20	2	0	0	0	822
Chrislk02	4136	61	0	0	134	21	8	1632	91	12	0	5	6100
Christopher Mahan	38	5	0	0	0	0	0	0	0	0	0	0	43
Christopher Parham	747	10	0	0	4	2	0	24	1	0	0	0	788
Christopher Sundita	62	39	0	0	10	4	0	17	2	0	0	0	134
Chuck SMITH	0	1	0	0	0	0	0	0	0	0	0	0	1
Chunky Rice	342	1	0	0	4	3	0	31	2	0	0	0	383
Chuq	217	19	0	0	13	2	1	93	6	0	0	0	351
CieloEstrellado	0	0	0	0	1	0	0	0	0	0	0	0	1
Cimon Avaro	235	10	0	0	2	5	1	4	0	0	6	5	268
Circeus	1750	8	0	0	50	27	0	156	13	0	0	0	2004
Cirt	22544	228	8	0	1008	22	174	8607	61	35	0	4	32691
Citicat	727	19	0	0	24	1	0	36	4	0	0	0	811
Ck lostsword	308	4	0	0	13	1	5	308	16	0	0	0	655
Ckatz	1489	70	86	0	218	6	55	1063	18	33	0	4	3042
Clarkk	23	0	0	0	0	1	0	0	0	0	0	0	24
Cleared as filed	1346	19	0	0	0	0	0	53	2	0	0	0	1420
Climie.ca	0	0	0	0	2	1	0	13	1	1	0	1	19
ClockworkLunch	20	4	0	0	11	1	0	4	0	0	0	0	40
ClockworkSoul	759	46	1	0	39	7	4	223	19	4	0	0	1102
Closedmouth	25045	175	23	0	117	5	16	2068	47	92	0	46	27634
CloudNine	424	15	0	0	24	1	2	32	2	0	0	0	500
ClueBot	0	0	0	0	1	0	0	0	0	0	0	0	1
Cnwb	661	11	0	0	0	0	0	23	2	0	0	0	697
Cobaltbluetony	7311	93	5	0	452	24	9	471	22	5	0	0	8392
Cobi	51	0	0	0	4	0	0	6	1	0	0	1	63
Coelacan	1194	30	0	0	85	10	1	845	53	0	0	0	2218
Coffee	1414	180	1	0	180	10	119	410	16	90	0	11	2431
Coffeedrinker87	0	0	0	0	1	0	0	0	0	0	0	0	1
Cohesion	6799	46	0	0	2	18	1	3	0	0	0	0	6869
Colds7ream	144	9	0	0	2	1	0	2	0	0	0	2	160
Commander Keane	4877	232	1	0	42	22	1	153	29	1	0	3	5361
Connormah	15	1	88	0	60	4	48	423	5	28	0	1	673
Conscious	13449	65	0	0	2	2	0	56	0	0	0	0	13574
Consumed Crustacean	738	23	0	0	46	3	1	354	36	1	0	0	1202
Conti	464	45	0	0	12	38	3	73	3	0	0	1	639
Cool Hand Luke	950	575	1	0	65	12	20	95	18	0	0	0	1736
Cool3	35	0	0	0	3	2	0	22	1	2	0	3	68
Coralmizu	168	2	0	0	23	1	2	47	2	1	0	0	246
Coredesat	11148	136	0	0	235	25	11	494	60	0	0	0	12109
Coren	871	23	42	1	59	7	8	249	47	9	0	2	1318
Courcelles	5277	203	395	0	2211	711	312	1026	12	42	0	3291	13480
Cowman109	433	36	0	0	101	43	4	360	44	0	0	0	1021
Craigy144	3099	11	0	0	8	3	1	38	0	0	0	1	3161
Crazycomputers	611	9	14	0	70	15	8	801	54	7	0	4	1593
Crazytales	165	15	0	0	19	1	2	117	18	0	0	0	337
Cremepuff222	176	6	0	0	3	2	1	98	5	0	0	0	291
Croat Canuck	83	3	0	0	1	1	0	5	1	0	0	0	94
Crum375	187	18	1	0	98	7	24	291	13	2	0	0	641
Cryptic	9383	238	0	0	136	15	1	322	21	0	0	0	10116
CryptoDerk	1091	1	0	0	67	9	0	1014	45	0	0	0	2227
Crzrussian	5139	133	0	0	156	28	0	150	13	0	0	0	5619
Cuchullain	403	81	0	0	15	1	3	42	0	0	0	0	545
Curps	5148	166	0	0	461	101	0	26558	1065	0	0	0	33499
Cutler	69	0	0	0	0	0	0	7	0	0	0	0	76
CyborgTosser	2	0	0	0	0	0	0	0	0	0	0	0	2
Cyde	19104	111	0	0	258	32	2	830	168	0	0	0	20505
Cydebot	33599	0	0	0	0	0	0	0	0	0	0	0	33599
Cyp	3	0	0	0	0	0	0	0	0	0	0	0	3
Cyrius	1641	102	0	0	30	13	0	72	8	0	0	0	1866
D. Recorder	172	18	0	0	2	0	0	34	2	0	0	0	228
DDima	540	9	0	0	1	0	0	1	0	0	0	0	551
DESiegel	1562	194	0	0	11	2	0	44	30	1	0	1	1845
DGG	12224	315	7	0	349	8	13	127	11	8	0	2	13064
DJ Clayworth	6701	35	0	0	40	11	2	367	18	6	0	0	7180
DMacks	6786	70	33	0	370	13	76	1269	13	125	0	1	8756
DO11.10	418	28	2	0	2	0	0	6	1	0	0	2	459
DVD R W	6129	53	0	0	54	17	7	962	21	0	0	3	7246
DYKUpdateBot	346	0	0	0	0	0	0	0	0	0	0	0	346
DaGizza	1104	1	0	0	8	4	1	55	3	0	0	0	1176
Dabomb87	1364	179	76	0	335	12	86	169	6	8	0	80	2315
Dale Arnett	69	1	0	0	2	0	0	4	0	0	0	0	76
Dan100	294	16	0	0	18	12	0	186	44	0	0	0	570
